5.00E+20	1.4275
5.00E+20	4.2825
5.00E+20	7.1375
5.00E+20	9.9925
5.00E+20	12.8475
5.00E+20	15.7025
5.00E+20	18.5575
5.00E+20	21.4125
5.00E+20	24.2675
5.00E+20	27.1225
5.00E+20	29.9775
5.00E+20	32.8325
5.00E+20	35.6875
5.00E+20	38.5425
5.00E+20	41.3975
5.00E+20	44.2525
5.00E+20	47.1075
5.00E+20	49.9625
5.00E+20	52.8175
5.00E+20	55.6725
5.00E+20	58.5275
5.00E+20	61.3825
5.00E+20	64.2375
5.00E+20	67.0925
5.00E+20	69.9475
5.00E+20	72.8025
5.00E+20	75.6575
5.00E+20	78.5125
5.00E+20	81.3675
5.00E+20	84.2225
5.00E+20	87.0775
5.00E+20	89.9325
5.00E+20	92.7875
5.00E+20	95.6425
5.00E+20	98.4975
5.00E+20	101.3525
5.00E+20	104.2075
5.00E+20	107.0625
5.00E+20	109.9175
5.00E+20	112.7725
5.00E+20	115.6275
5.00E+20	118.4825
5.00E+20	121.3375
5.00E+20	124.1925
5.00E+20	127.0475
5.00E+20	129.9025
5.00E+20	132.7575
5.00E+20	135.6125
5.00E+20	138.4675
5.00E+20	141.3225
5.00E+20	144.1775
5.00E+20	147.0325
5.00E+20	149.8875
1.65E+19	152.7425
1.65E+19	155.5975
1.65E+19	158.4525
1.65E+19	161.3075
1.65E+19	164.1625
1.65E+19	167.0175
1.65E+19	169.8725
1.65E+19	172.7275
1.65E+19	175.5825
1.65E+19	178.4375
1.65E+19	181.2925
1.65E+19	184.1475
1.65E+19	187.0025
1.65E+19	189.8575
1.65E+19	192.7125
1.65E+19	195.5675
1.65E+19	198.4225
1.65E+19	201.2775
1.65E+19	204.1325
1.65E+19	206.9875
1.65E+19	209.8425
1.65E+19	212.6975
1.65E+19	215.5525
1.65E+19	218.4075
1.65E+19	221.2625
1.65E+19	224.1175
1.65E+19	226.9725
1.65E+19	229.8275
1.65E+19	232.6825
1.65E+19	235.5375
1.65E+19	238.3925
1.65E+19	241.2475
1.65E+19	244.1025
1.65E+19	246.9575
1.65E+19	249.8125
1.65E+19	252.6675
1.65E+19	255.5225
1.65E+19	258.3775
1.65E+19	261.2325
1.65E+19	264.0875
1.65E+19	266.9425
1.65E+19	269.7975
1.65E+19	272.6525
1.65E+19	275.5075
1.65E+19	278.3625
1.65E+19	281.2175
1.65E+19	284.0725
1.65E+19	286.9275
1.65E+19	289.7825
1.65E+19	292.6375
1.65E+19	295.4925
1.65E+19	298.3475
1.65E+19	301.2025
1.65E+19	304.0575
1.65E+19	306.9125
1.65E+19	309.7675
1.65E+19	312.6225
1.65E+19	315.4775
1.65E+19	318.3325
1.65E+19	321.1875
1.65E+19	324.0425
1.65E+19	326.8975
1.65E+19	329.7525
1.65E+19	332.6075
1.65E+19	335.4625
1.65E+19	338.3175
1.65E+19	341.1725
1.65E+19	344.0275
1.65E+19	346.8825
1.65E+19	349.7375
1.65E+19	352.5925
1.65E+19	355.4475
1.65E+19	358.3025
1.65E+19	361.1575
1.65E+19	364.0125
1.65E+19	366.8675
1.65E+19	369.7225
1.65E+19	372.5775
1.65E+19	375.4325
1.65E+19	378.2875
1.65E+19	381.1425
1.65E+19	383.9975
1.65E+19	386.8525
1.65E+19	389.7075
1.65E+19	392.5625
1.65E+19	395.4175
1.65E+19	398.2725
1.65E+19	401.1275
1.65E+19	403.9825
1.65E+19	406.8375
1.65E+19	409.6925
1.65E+19	412.5475
1.65E+19	415.4025
1.65E+19	418.2575
1.65E+19	421.1125
1.65E+19	423.9675
1.65E+19	426.8225
1.65E+19	429.6775
1.65E+19	432.5325
1.65E+19	435.3875
1.65E+19	438.2425
1.65E+19	441.0975
1.65E+19	443.9525
1.65E+19	446.8075
1.65E+19	449.6625
1.65E+19	452.5175
1.65E+19	455.3725
1.65E+19	458.2275
1.65E+19	461.0825
1.65E+19	463.9375
1.65E+19	466.7925
1.65E+19	469.6475
1.65E+19	472.5025
1.65E+19	475.3575
1.65E+19	478.2125
1.65E+19	481.0675
1.65E+19	483.9225
1.65E+19	486.7775
1.65E+19	489.6325
1.65E+19	492.4875
1.65E+19	495.3425
1.65E+19	498.1975
1.65E+19	501.0525
1.65E+19	503.9075
1.65E+19	506.7625
1.65E+19	509.6175
1.65E+19	512.4725
1.65E+19	515.3275
1.65E+19	518.1825
1.65E+19	521.0375
1.65E+19	523.8925
1.65E+19	526.7475
1.65E+19	529.6025
1.65E+19	532.4575
1.65E+19	535.3125
1.65E+19	538.1675
1.65E+19	541.0225
1.65E+19	543.8775
1.65E+19	546.7325
1.65E+19	549.5875
1.65E+19	552.4425
1.65E+19	555.2975
1.65E+19	558.1525
1.65E+19	561.0075
1.65E+19	563.8625
1.65E+19	566.7175
1.65E+19	569.5725
1.65E+19	572.4275
1.65E+19	575.2825
1.65E+19	578.1375
1.65E+19	580.9925
1.65E+19	583.8475
1.65E+19	586.7025
1.65E+19	589.5575
1.65E+19	592.4125
1.65E+19	595.2675
1.65E+19	598.1225
1.65E+19	600.9775
1.65E+19	603.8325
1.65E+19	606.6875
1.65E+19	609.5425
1.65E+19	612.3975
1.65E+19	615.2525
1.65E+19	618.1075
1.65E+19	620.9625
1.65E+19	623.8175
1.65E+19	626.6725
1.65E+19	629.5275
1.65E+19	632.3825
1.65E+19	635.2375
1.65E+19	638.0925
1.65E+19	640.9475
1.65E+19	643.8025
1.65E+19	646.6575
1.65E+19	649.5125
1.65E+19	652.3675
1.65E+19	655.2225
1.65E+19	658.0775
1.65E+19	660.9325
1.65E+19	663.7875
1.65E+19	666.6425
1.65E+19	669.4975
5.00E+20	672.3525
5.00E+20	675.2075
5.00E+20	678.0625
5.00E+20	680.9175
5.00E+20	683.7725
5.00E+20	686.6275
5.00E+20	689.4825
5.00E+20	692.3375
5.00E+20	695.1925
5.00E+20	698.0475
5.00E+20	700.9025
5.00E+20	703.7575
5.00E+20	706.6125
5.00E+20	709.4675
5.00E+20	712.3225
5.00E+20	715.1775
5.00E+20	718.0325
5.00E+20	720.8875
5.00E+20	723.7425
5.00E+20	726.5975
5.00E+20	729.4525
5.00E+20	732.3075
5.00E+20	735.1625
5.00E+20	738.0175
5.00E+20	740.8725
5.00E+20	743.7275
5.00E+20	746.5825
5.00E+20	749.4375
5.00E+20	752.2925
5.00E+20	755.1475
5.00E+20	758.0025
5.00E+20	760.8575
5.00E+20	763.7125
5.00E+20	766.5675
5.00E+20	769.4225
5.00E+20	772.2775
5.00E+20	775.1325
5.00E+20	777.9875
5.00E+20	780.8425
5.00E+20	783.6975
5.00E+20	786.5525
5.00E+20	789.4075
5.00E+20	792.2625
5.00E+20	795.1175
5.00E+20	797.9725
5.00E+20	800.8275
